Alcohol,Alcohol_12months,Alcohol_ever,Marijuana,Marijuana_30days,Marijuana_12months,Marijuana_ever,Heroin,Heroin_30days,Heroin_12months,Heroin_ever,Cocaine,Cocaine_30days,Cocaine_12months,Cocaine_ever,Age,Sex,Race,State,time_of_use,drug_type,num_drugs,Age_group
2,0,1,0,2,2,1,0,1,1,1,0,1,2,1,25,Male, White (NH),PA,Past 30 days,"('Heroin', 'Cocaine')",More than one drugs,25-34
1,0,1,2,1,0,1,0,0,0,2,2,2,0,1,27,Male, Hispanic,NM,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,0,1,2,1,0,0,0,2,0,0,0,2,27,Female, American Indian/Alaska Native (NH),MT,Time of Arrest,"('Alcohol',)",Alcohol,25-34
-1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,22,Male, Hispanic,CA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
2,0,1,2,2,2,1,2,2,2,1,2,2,2,1,38,Female, White (NH),MI,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,42,Male, American Indian/Alaska Native (NH),SD,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,2,2,2,1,2,2,2,1,2,2,2,1,35,Male, White (NH),MI,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
0,0,2,1,1,1,1,2,2,2,1,2,2,2,1,45,Male, Black (NH),CA,Time of Arrest,"('Marijuana',)",Marijuana,45-54
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,35,Female, 2+ Races (NH),SC,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,0,1,0,2,2,1,0,2,2,1,0,2,2,1,30,Female, White (NH),MN,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,29,Male, Hispanic,IL,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,2,1,0,1,1,1,0,1,1,1,41,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,63,Female, White (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,55-64
2,2,1,2,1,1,1,0,0,0,2,0,0,0,2,30,Male, White (NH),WA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,2,1,0,1,1,1,0,1,1,1,0,2,2,1,28,Male, 2+ Races (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,55,Male, Hispanic,CT,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,28,Female, Black (NH),WI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,0,0,2,0,2,0,1,0,2,0,1,46,Male, Hispanic,PA,More than a year ago,"('Heroin', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,2,2,0,1,0,0,0,2,1,1,0,1,50,Male, 2+ Races (NH),HI,Time of Arrest,"('Cocaine',)",Cocaine,45-54
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,40,Male, Hispanic,NC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,24,Male, 2+ Races (NH),OH,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),AR,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,2,0,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,2,2,0,1,1,2,0,1,2,2,0,1,36,Male, Black (NH),MN,Time of Arrest,"('Heroin',)",Heroin,35-44
2,0,1,1,1,1,1,0,0,0,2,2,2,1,1,41,Male, Hispanic,OR,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,48,Male, Black (NH),FL,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,1,1,0,0,0,2,0,0,0,2,0,2,2,1,24,Female, Hispanic,GA,Time of Arrest,"('Alcohol',)",Alcohol,18-24
1,2,1,0,2,2,1,0,0,0,2,0,1,1,1,59,Male, 2+ Races (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,0,1,1,1,0,0,0,2,0,1,1,1,43,Male, Black (NH),TN,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,35-44
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,40,Male, Black (NH),LA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,45,Male, Hispanic,NC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,34,Male, Hispanic,CT,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,2,1,0,1,0,0,0,2,1,1,0,1,42,Male, White (NH),FL,Time of Arrest,"('Cocaine',)",Cocaine,35-44
2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,28,Female, White (NH),WA,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,39,Male, Black (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,35-44
1,2,1,0,1,1,1,0,0,0,2,0,0,0,2,23,Male, White (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,44,Male, Black (NH),MI,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,21,Female, Hispanic,OH,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Male, White (NH),  ,Never used,(),No use,25-34
2,0,1,2,2,1,1,0,0,0,2,2,2,2,1,40,Female, 2+ Races (NH),DE,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,44,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,26,Male, Black (NH),AL,Past 12 months,"('Alcohol',)",Alcohol,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,50,Male, Hispanic,TX,Never used,(),No use,45-54
1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,25,Male, White (NH),AL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,33,Male, Black (NH),FL,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,51,Male, Black (NH),FL,Never used,(),No use,45-54
1,0,1,1,1,0,1,0,0,0,2,1,2,0,1,48,Male, Black (NH),OH,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,1,1,1,1,0,1,0,0,0,2,1,1,0,1,48,Male, Black (NH),FL,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,28,Male, Hispanic,OH,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,36,Male, White (NH),OH,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,2,2,0,1,2,1,0,1,2,2,0,1,35,Female, Hispanic,NM,Past 30 days,"('Heroin',)",Heroin,35-44
2,0,1,2,2,1,1,0,0,0,2,1,1,1,1,46,Male, White (NH),AR,Time of Arrest,"('Cocaine',)",Cocaine,45-54
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,51,Male, White (NH),TX,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,1,1,2,1,1,1,0,0,0,2,2,1,1,1,40,Male, Black (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,2,2,2,1,0,0,0,2,2,1,2,1,59,Male, Black (NH),CA,Past 30 days,"('Cocaine',)",Cocaine,55-64
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,48,Female, Hispanic,AZ,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,28,Male, Hispanic,NY,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,45,Female, Black (NH),GA,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,2,1,0,1,0,1,0,0,0,2,0,2,0,1,48,Male, Black (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,59,Male, 2+ Races (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),NY,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,1,1,0,0,0,2,0,0,0,2,39,Male, Hispanic,TX,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,2,1,1,1,0,0,0,2,0,0,0,2,26,Male, White (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,20,Male, 2+ Races (NH),OH,Past 30 days,"('Marijuana',)",Marijuana,18-24
2,2,1,0,1,2,1,0,0,0,2,0,0,0,2,43,Male, White (NH),OK,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,51,Male, Hispanic,TX,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,1,1,0,0,0,2,0,1,1,1,38,Male, 2+ Races (NH),FL,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,35-44
2,1,1,0,1,1,1,0,0,0,2,0,1,1,1,29,Male, Black (NH),VA,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,53,Female, White (NH),AK,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,31,Male, White (NH),NC,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,1,1,0,1,0,0,0,2,0,0,0,2,38,Male, Hispanic,MD,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,53,Male, White (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,48,Male, White (NH),-1,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,40,Female, Hispanic,GA,More than a year ago,"('Alcohol',)",Alcohol,35-44
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,25,Male, Hispanic,MI,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,2,1,1,1,0,0,0,2,0,0,0,2,28,Male, 2+ Races (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,44,Male, Black (NH),CA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,1,1,0,0,0,2,1,1,1,1,19,Male, Hispanic,-1,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,18-24
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Female, Hispanic,AZ,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,27,Male, Black (NH),GA,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,51,Male, 2+ Races (NH),LA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,61,Female, Hispanic,AZ,Time of Arrest,"('Alcohol',)",Alcohol,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,29,Male, American Indian/Alaska Native (NH),AZ,Never used,(),No use,25-34
1,1,1,0,2,2,1,0,0,0,2,0,2,1,1,56,Male, White (NH),OR,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,34,Male, Hispanic,OH,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,40,Female, White (NH),IL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,2,2,1,1,0,0,0,2,1,1,1,1,44,Male, White (NH),SC,Time of Arrest,"('Cocaine',)",Cocaine,35-44
1,0,1,1,1,0,1,2,2,0,1,1,1,0,1,26,Female, Hispanic,MD,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,46,Male, 2+ Races (NH),SC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,2,2,1,0,2,2,1,0,0,0,2,24,Male, 2+ Races (NH),PA,More than a year ago,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,18-24
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),TX,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,36,Male, White (NH),UT,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,41,Male, Black (NH),TX,Never used,(),No use,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,49,Male, Black (NH),GA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,1,1,0,2,1,1,0,0,0,2,0,0,0,2,23,Female, White (NH),TX,Past 12 months,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,36,Female, 2+ Races (NH),NC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,0,2,0,1,0,0,0,2,0,2,0,1,50,Male, 2+ Races (NH),AK,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,44,Male, Black (NH),CT,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,44,Male, Hispanic,-1,Never used,(),No use,35-44
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,40,Female, White (NH),GA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,2,2,0,1,2,2,0,1,0,0,0,2,38,Female, White (NH),NV,More than a year ago,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,35-44
2,0,1,2,1,1,1,2,2,2,1,2,2,2,1,41,Female, 2+ Races (NH),NC,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,34,Female, White (NH),WI,Time of Arrest,"('Heroin',)",Heroin,25-34
0,0,2,0,0,0,2,0,0,0,2,2,2,2,1,36,Female, White (NH),AK,More than a year ago,"('Cocaine',)",Cocaine,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,32,Male, Black (NH),TX,Never used,(),No use,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,43,Male, Black (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,0,1,0,1,0,1,0,0,0,2,0,1,0,1,33,Male, Black (NH),NJ,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,2,1,0,1,0,1,0,0,0,2,0,0,0,2,53,Male, Black (NH),AL,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,0,1,2,2,0,1,2,2,0,1,1,1,0,1,47,Male, Hispanic,IL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,2,1,1,1,0,0,0,2,1,2,1,1,56,Male, 2+ Races (NH),OH,Time of Arrest,"('Cocaine',)",Cocaine,55-64
2,0,1,2,1,1,1,1,1,1,1,2,2,2,1,30,Female, White (NH),WA,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,37,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,36,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),CA,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,2,1,0,0,0,2,0,0,0,2,2,2,0,1,25,Female, Hispanic,OK,More than a year ago,"('Cocaine', 'Alcohol')",More than one drugs,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,46,Male, White (NH),OH,More than a year ago,"('Alcohol',)",Alcohol,45-54
0,0,2,0,2,2,1,0,0,0,-2,0,0,0,2,40,Male, White (NH),FL,More than a year ago,"('Marijuana',)",Marijuana,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,23,Male, Black (NH),PA,Never used,(),No use,18-24
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,22,Female, Hispanic,IA,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,0,1,1,1,0,1,2,2,0,1,2,1,0,1,56,Female, White (NH),MT,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,2,1,0,2,1,1,0,0,0,2,0,1,1,1,58,Female, White (NH),MS,Past 30 days,"('Cocaine',)",Cocaine,55-64
1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,42,Female, White (NH),NE,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,1,1,0,1,1,1,0,0,0,2,0,2,2,1,46,Female, White (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,39,Female, Black (NH),MS,More than a year ago,"('Alcohol',)",Alcohol,35-44
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,31,Male, Black (NH),VA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
0,0,2,0,1,2,1,0,0,0,2,0,2,2,1,57,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,55-64
2,0,1,0,1,1,1,0,0,0,2,0,2,1,1,34,Female, White (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,31,Male, White (NH),GA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),VA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,21,Male, Hispanic,TX,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,53,Male, White (NH),UT,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,53,Male, Black (NH),FL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,0,1,1,2,0,1,0,0,0,2,0,0,0,2,42,Male, 2+ Races (NH),MI,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,38,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,62,Female, White (NH),MS,More than a year ago,"('Alcohol',)",Alcohol,55-64
1,0,1,2,2,0,1,0,0,0,2,0,0,0,2,43,Male, Hispanic,TN,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,56,Male, White (NH),MI,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,1,1,0,2,2,1,0,2,2,1,0,2,2,1,36,Male, Hispanic,AZ,Past 12 months,"('Alcohol',)",Alcohol,35-44
1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,35,Female, 2+ Races (NH),SC,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,35-44
2,0,1,1,2,2,1,0,0,0,2,0,0,0,2,25,Male, 2+ Races (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,63,Male, Black (NH),TN,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,0,1,0,1,0,0,0,2,0,2,0,1,60,Female, Black (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,54,Male, White (NH),MI,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,35,Male, White (NH),WA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,1,1,1,1,0,0,0,2,2,2,1,1,24,Male, 2+ Races (NH),OH,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,18-24
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,45,Male, White (NH),AL,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,1,1,2,1,2,1,0,0,0,2,1,1,1,1,46,Male, Black (NH),FL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,34,Male, 2+ Races (NH),NV,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,55,Male, White (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,1,1,2,1,1,1,0,0,0,2,2,1,1,1,21,Male, 2+ Races (NH),FL,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,18-24
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,51,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),IL,Never used,(),No use,45-54
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,42,Male, Hispanic,-1,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,1,1,1,1,2,2,2,1,2,2,2,1,37,Female, 2+ Races (NH),SC,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,37,Male, Uncategorized - Missing,VA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,1,1,0,0,0,2,0,0,0,2,0,1,1,1,28,Female, Hispanic,TX,Past 30 days,"('Cocaine',)",Cocaine,25-34
2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,28,Male, Hispanic,OR,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,39,Male, White (NH),CO,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,Female, White (NH),IN,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,0,1,0,2,2,1,0,0,0,2,0,2,2,1,28,Male, White (NH),IA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,33,Female, White (NH),WI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,2,1,0,1,1,1,0,1,2,1,0,1,35,Male, Black (NH),LA,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,35-44
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,63,Male, Black (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,47,Male, Hispanic,KY,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,1,2,1,0,0,0,2,0,2,2,1,31,Male, Hispanic,TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,2,0,1,0,0,0,2,0,0,0,2,21,Male, Hispanic,FL,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,36,Male, White (NH),MD,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,35-44
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),MI,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,35,Male, White (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,32,Male, White (NH),IN,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,50,Male, Uncategorized - Missing,GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,0,1,0,1,0,1,0,0,0,2,40,Male, Black (NH),VA,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,35-44
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,41,Male, Black (NH),AL,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,2,1,1,1,0,1,2,2,0,1,2,2,0,1,46,Male, Hispanic,PR,Time of Arrest,"('Marijuana',)",Marijuana,45-54
2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,21,Female, White (NH),DE,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine')",More than one drugs,18-24
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,48,Male, Hispanic,MI,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,1,1,25,Male, White (NH),CO,Past 12 months,"('Cocaine',)",Cocaine,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,37,Male, Black (NH),VA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,46,Female, White (NH),IA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,1,1,0,1,0,0,0,2,2,2,0,1,29,Female, White (NH),GA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,73,Male, 2+ Races (NH),FL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,64+
2,0,1,1,2,0,1,0,0,0,2,0,0,0,2,27,Male, Hispanic,NY,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,34,Male, White (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,55,Male, 2+ Races (NH),OH,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,55-64
1,2,1,0,2,1,1,0,0,0,2,0,0,0,2,30,Male, Hispanic,CT,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,27,Female, Black (NH),AZ,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
